id,name,year,rating,availability
43628,Bonheur conjugal,1922,NULL,Yes
43629,Bonheur d'occasion,1983,5.7,Yes
43630,"Bonheur d'tre aim, Le",1962,NULL,Yes
43631,"Bonheur des autres, Le",1919,NULL,Yes
43632,"Bonheur du jour, Le",1927,NULL,Yes
43633,Bonheur en location,1948,NULL,Yes
43635,Bonheur enseveli,1912,NULL,Yes
43636,"Bonheur est dans le pr, Le",1995,7.1,Yes
43637,"Bonheur est sous mon toit, Le",1956,NULL,Yes
43638,"Bonheur est un mensonge, Le",1997,NULL,Yes
43639,Bonheur maximum garanti,1997,NULL,Yes
43640,"Bonheur ne tient qu' un film, Le",2003,NULL,Yes
43641,"Bonheur qui revient, Le",1917,NULL,Yes
43642,"Bonheur se porte large, Le",1988,NULL,Yes
43643,Bonheur toi-mme,1980,NULL,Yes
43644,"Bonheur  cloche-pied, Le",1996,NULL,Yes
43645,"Bonheur  Romorantin, Le",1984,NULL,Yes
43646,"Bonheur, c'est d'tre heureux, Le",1986,NULL,Yes
43648,"Bonheur, Le",1934,6.9,Yes
43649,"Bonheur, Le",1965,6.7,Yes
43650,Bonhoeffer,2003,6.3,Yes
43651,Bonhoeffer: Agent of Grace,2000,6.5,Yes
43652,Bonhomme de chemin,2004,NULL,Yes
43653,Bonhomme de neige,1917,NULL,Yes
43654,"Bonhomme jadis, Le",1912,NULL,Yes
43655,Boni,1966,NULL,Yes
43656,Boniface Somnambule,1951,NULL,Yes
43657,"Boniface, La",1968,NULL,Yes
43658,Bonifacio: Un misterio llegado de Santa Cruz,2003,NULL,Yes
43659,"Bonifaz, der Orgelstifter",1997,NULL,Yes
43660,Bonim V'Lohamim,1997,NULL,Yes
43661,Bonita,1996,NULL,Yes
43662,Bonita of El Cajon,1911,NULL,Yes
43663,Bonitas e Gostosas,1978,NULL,Yes
43664,Bonitas las tapatas,1961,NULL,Yes
43665,Bonitinha Mas Ordinria,1963,NULL,Yes
43666,Bonitinha Mas Ordinria ou Otto Lara Rezende,1981,6.9,Yes
43667,Bonjour,1997,NULL,Yes
43668,Bonjour Antoine,1997,NULL,Yes
43669,Bonjour Balwyn,1972,NULL,Yes
43670,Bonjour jeunesse,1957,NULL,Yes
43671,Bonjour Kathrin,1956,NULL,Yes
43672,Bonjour kirvesvartta,1992,NULL,Yes
43673,Bonjour l'angoisse,1988,6.3,Yes
43674,Bonjour Monsieur Doisneau ou Le photographe arros,1992,NULL,Yes
43675,Bonjour Monsieur Gauguin,1988,NULL,Yes
43676,Bonjour sourire,1955,NULL,Yes
43677,Bonjour Timothy,1995,4.5,Yes
43678,Bonjour Toronto!,1965,NULL,Yes
43679,Bonjour Toubib,1957,NULL,Yes
43680,Bonjour tristesse,1958,6,Yes
43681,Bonjour tristesse,1995,NULL,Yes
43682,"Bonjour, je vais  Toulouse",1992,NULL,Yes
43683,"Bonjour, Monsieur La Bruyre",1958,NULL,Yes
43684,Bonn '45,1975,NULL,Yes
43685,"Bonne absinthe, La",1899,NULL,Yes
43686,Bonne anne,1913,NULL,Yes
43687,Bonne anne,1999,NULL,Yes
43688,"Bonne anne, La",1973,6.8,Yes
43690,"Bonne aventure, La",1932,NULL,Yes
43691,Bonne bergre et la mchante princesse,1908,NULL,Yes
43692,Bonne chance,1935,NULL,Yes
43693,Bonne chance monsieur Pic!,1987,NULL,Yes
43694,"Bonne chance, Charlie",1962,NULL,Yes
43695,"Bonne conduite - Cinq histoires d'auto-cole, La",2000,NULL,Yes
43696,"Bonne dose, La",1984,NULL,Yes
43697,Bonne fte papa,1997,NULL,Yes
43698,"Bonne htesse, La",1917,NULL,Yes
43699,"Bonne journe, monsieur M.",1983,NULL,Yes
43700,"Bonne mesure des distances, La",2000,NULL,Yes
43701,Bonne nouvelle,2001,NULL,Yes
43702,"Bonne nouvelle, La",1972,NULL,Yes
43703,"Bonne nouvelle, La",1974,NULL,Yes
43704,Bonne nuit,2003,NULL,Yes
43705,"Bonne occase, La",1965,NULL,Yes
43706,"Bonne peinture, La",1967,NULL,Yes
43707,Bonne pioche,1997,NULL,Yes
43708,"Bonne planque, La",1965,NULL,Yes
43709,Bonne rsistance  la douleur,1999,NULL,Yes
43710,"Bonne soupe, La",1963,NULL,Yes
43711,"Bonne tisane, La",1958,NULL,Yes
43713,"Bonne me du Setchouan, La",1990,NULL,Yes
43714,"Bonne toile, La",1943,NULL,Yes
43715,"Bonne, La",1987,4.4,Yes
43716,"Bonner Affre, Eine",1988,NULL,Yes
43717,"Bonnes causes, Les",1962,5.9,Yes
43718,"Bonnes femmes, Les",1960,6.9,Yes
43719,Bonnes vacances,1998,NULL,Yes
43720,Bonnes  tuer,1954,NULL,Yes
43721,"Bonnes mes, Les",1978,NULL,Yes
43722,Bonneung,1975,NULL,Yes
43724,Bonnie & Clyde: The True Story,1992,NULL,Yes
43725,Bonnie and Clyde,1967,7.9,Yes
43727,Bonnie Annie Laurie,1918,NULL,Yes
43729,"Bonnie Brier Bush, The",1921,6.8,Yes
43730,Bonnie e Clyde all'italiana,1982,4.1,Yes
43731,Bonnie i Clyde na glavnom kolodvoru,1998,NULL,Yes
43733,Bonnie Mary,1918,NULL,Yes
43734,Bonnie May,1920,NULL,Yes
43735,Bonnie of the Hills,1913,NULL,Yes
43736,"Bonnie Parker Story, The",1958,5,Yes
43737,Bonnie Prince Charlie,1923,NULL,Yes
43738,Bonnie Prince Charlie,1948,4.1,Yes
43739,Bonnie Raitt Has Something to Talk About,1995,NULL,Yes
43740,Bonnie Raitt: Road Tested,1996,NULL,Yes
43741,Bonnie Scotland,1921,NULL,Yes
43742,Bonnie Scotland,1935,6.7,Yes
43743,Bonnie vs Clyde,1998,NULL,Yes
43744,Bonnie's Kids,1973,5.5,Yes
43745,"Bonnie, Bonnie Banks o' Loch Lomond, The",1912,NULL,Yes
43746,Bono,2004,NULL,Yes
43747,Bons baisers d'Astrix,1974,NULL,Yes
43748,Bons baisers d'ici,2003,NULL,Yes
43749,Bons baisers de Bangkok,1964,NULL,Yes
43750,Bons baisers de Hong Kong,1975,3.2,Yes
43751,Bons baisers de Suzanne,1995,NULL,Yes
43752,Bons baisers de Tarzan,1974,NULL,Yes
43753,Bons baisers...  lundi,1974,4,Yes
43754,"Bons bourgeois, Les",1981,NULL,Yes
43755,"Bons dbarras, Les",1980,8.4,Yes
43756,"Bons Tempos Voltaram: Vamos Gozar Outra Vez, Os",1985,6.4,Yes
43757,"Bons vivants, Les",1965,6.3,Yes
43758,Bonsoir,1994,7.7,Yes
43759,Bonsoir Lon,1971,NULL,Yes
43760,Bonsoir m'sieurs dames,1902,NULL,Yes
43761,Bonsoir Madamme Trailovic,1991,NULL,Yes
43762,"Bonsoir mesdames, bonsoir messieurs",1944,NULL,Yes
43763,Bonsoir Paris,1956,NULL,Yes
43764,"Bonsoir, Monsieur Champagne",1964,NULL,Yes
43765,Bonta no kekkon ya,1968,NULL,Yes
43766,Bontoc Eulogy,1995,6.6,Yes
43767,"Bont d'Alice, La",2004,NULL,Yes
43768,Bonus malus,1993,6,Yes
43769,Bony a Klid,1987,6.4,Yes
43770,Bony Parts,1921,NULL,Yes
43771,Bonza,1989,NULL,Yes
43772,"Bonzesse, La",1975,NULL,Yes
43773,Bonzo,1924,NULL,Yes
43774,Bonzo Goes to College,1952,4.8,Yes
43775,Boo,1932,3.9,Yes
43776,Boo Boo & Lucinda,1996,NULL,Yes
43777,Boo Boo Runs Wild,1999,NULL,Yes
43778,Boo Bop,1957,NULL,Yes
43779,Boo Hoo,1975,NULL,Yes
43780,Boo Hoo Baby,1951,NULL,Yes
43781,Boo Kind to Animals,1955,NULL,Yes
43782,Boo Moon,1954,5.6,Yes
43783,Boo Ribbon Winner,1954,NULL,Yes
43784,Boo Scout,1951,NULL,Yes
43785,Boo to You,1965,NULL,Yes
43786,Boo to You Too! Winnie the Pooh,1996,NULL,Yes
43787,Boo!,2004,NULL,Yes
43788,Boo! The Movie,2002,NULL,Yes
43789,"Boo, Boo, Theme Song",1933,NULL,Yes
43869,Boodle and Bandits,1918,NULL,Yes
43870,"Boodschap aan Maria, De",1970,NULL,Yes
43871,"Boogens, The",1982,3.8,Yes
43872,"Boogerman, The",2002,NULL,Yes
43873,Boogeyman,2005,NULL,Yes
43874,Boogeyman II,1983,1.5,Yes
43875,"Boogeyman, The",1980,4.7,Yes
43876,"Boogeyman, The",1982,4.6,Yes
43877,Boogeymen: The Killer Compilation,2001,NULL,Yes
43878,Boogie Boy,1997,4.8,Yes
43879,Boogie Days,1998,NULL,Yes
43881,Boogie in the Butt,1993,NULL,Yes
43882,"Boogie Man Will Get You, The",1942,4.8,Yes
43883,Boogie Nights,1997,7.6,Yes
43884,Boogie Now,2000,NULL,Yes
43885,Boogie with the Undead,2003,NULL,Yes
43886,Boogie Woogie,1945,NULL,Yes
43887,Boogie Woogie,1960,NULL,Yes
43888,Boogie Woogie Blues,1948,NULL,Yes
43889,Boogie Woogie Bugle Boy of Company 'B',1941,NULL,Yes
43890,Boogie Woogie Cat,1990,NULL,Yes
43891,Boogie Woogie In Da Booty,1999,NULL,Yes
43892,Boogie Woogie Man,1943,NULL,Yes
43893,Boogie Woogie Pappa,2002,NULL,Yes
43894,Boogie Woogie Sioux,1942,NULL,Yes
43895,"Boogie, The",2003,NULL,Yes
43896,Boogie-Doodle,1948,8,Yes
43897,Boogie-Woogie Dream,1944,5.9,Yes
43898,Boogiepop wa Warawanai: Boogiepop and Others,2000,6.4,Yes
43899,Book,1993,NULL,Yes
43900,"Book Agent's Romance, The",1916,NULL,Yes
43901,"Book Agent, The",1897,NULL,Yes
43902,"Book Agent, The",1917,NULL,Yes
43903,"Book Agent, The",1921,NULL,Yes
43904,"Book and the Rose, The",2001,9,Yes
43905,Book Bargain,1937,NULL,Yes
43906,"Book Is On the Table, The",1999,NULL,Yes
43907,"Book Keeper, The",1999,NULL,Yes
43908,Book of Blues,2001,9.1,Yes
43909,Book of Danny,2002,NULL,Yes
43910,Book of Days,1988,8.7,Yes
43911,Book of Days,2003,NULL,Yes
43912,Book of Dreams: 'Welcome to Crateland',1994,3.7,Yes
43913,"Book of Eve, The",2002,5.2,Yes
43914,"Book of Ezekiel, The",2000,NULL,Yes
43915,"Book of Joe, The",2005,NULL,Yes
43916,Book of Kings,2002,6.1,Yes
43917,Book of Knives,1995,NULL,Yes
43918,"Book of Life, The",1998,6.6,Yes
43919,Book of Love,1990,4.8,Yes
43921,Book of Love,2002,9.2,Yes
43922,Book of Love,2004,2.2,Yes
43923,"Book of Lovers, The",1929,NULL,Yes
43924,"Book of Manson, The",1989,5.7,Yes
43925,"Book of Mormon Movie, Volume 1: The Journey, The",2003,2.8,Yes
43926,"Book of Mormon Movie, Volume 2, The",2004,NULL,Yes
43927,"Book of Nature, The",1914,NULL,Yes
43928,Book of Numbers,1973,5.7,Yes
43929,"Book of Orgazmo, The",2003,NULL,Yes
43930,"Book of Revelation, The",2005,NULL,Yes
43931,Book of Rules,2003,6.3,Yes
43932,"Book of Ruth, The",2004,NULL,Yes
43933,Book of Shadows: Blair Witch 2,2000,4.2,Yes
43934,Book of Skulls,2006,NULL,Yes
43935,"Book of Stars, The",2001,6.2,Yes
43936,"Book of Swords, The",2002,1.7,Yes
43937,"Book of Verses, A",1913,NULL,Yes
43938,"Book Quiz, The",1998,NULL,Yes
43939,Book Revue,1946,8.4,Yes
43940,"Book Shop, The",1937,NULL,Yes
43941,"Book That Wrote Itself, The",1999,4.6,Yes
43942,"Book, The",1913,NULL,Yes
43944,"Book, The",1999,NULL,Yes
43945,Bookashky,2002,NULL,Yes
43946,Bookbinding,1982,NULL,Yes
43947,Bookcruncher,2002,8.6,Yes
43948,Booker,1984,NULL,Yes
43949,Booker,1994,NULL,Yes
43950,"Booker Prize 2001, The",2001,NULL,Yes
43951,"Booker Prize Live, The",2002,NULL,Yes
43952,"Bookfair Murders, The",2000,NULL,Yes
43953,Bookie,1987,NULL,Yes
43954,"Bookie's Lament, The",2000,NULL,Yes
43955,Bookies,2003,4.9,Yes
43956,Booking Knights,1999,NULL,Yes
43957,Booking Sonata,2001,NULL,Yes
43958,"Bookless Planet, The",2001,NULL,Yes
43959,Bookmaker's Progress,1979,NULL,Yes
43961,Books of Magic,2006,NULL,Yes
43962,Books That Talk,1981,NULL,Yes
43963,"Bookshelf on Top of the Sky: 12 Stories About John Zorn, A",2002,NULL,Yes
43964,Bookshifting,1999,4.6,Yes
43965,BookWars,2000,7.9,Yes
43966,"Bookworm Hero, The",1928,NULL,Yes
43967,"Bookworm Turns, The",1940,5.6,Yes
43968,"Bookworm's Blessed Blunders, The",1916,NULL,Yes
43969,"Bookworm, The",1928,NULL,Yes
43970,"Bookworm, The",1939,6.2,Yes
43971,Bookworms,1920,NULL,Yes
43972,Bookworms,1998,NULL,Yes
43973,Booloo,1938,NULL,Yes
43974,Boom,1968,3.7,Yes
43975,Boom,1969,NULL,Yes
43976,Boom,1996,NULL,Yes
43977,Boom,1999,6.4,Yes
43978,Boom (2003/I),2003,3.2,Yes
43979,Boom (2003/II),2003,NULL,Yes
43980,Boom Billy,1912,NULL,Yes
43981,Boom Boom,1936,NULL,Yes
43982,Boom boom,1990,5.2,Yes
43983,Boom Boom Bang,1998,NULL,Yes
43984,Boom Boom Madu,1982,NULL,Yes
43986,Boom Boom! The Best of the Original Basil Brush Show,2001,NULL,Yes
43987,"Boom Boom, Out Go the Lights",1981,NULL,Yes
43988,"Boom die gaf, De",2002,NULL,Yes
43989,Boom Goes the Groom,1939,NULL,Yes
43990,Boom or Bust,1968,NULL,Yes
43991,Boom Taratatzoum,1972,NULL,Yes
43992,Boom Town,1940,6.7,Yes
43993,Boom! Hollywood's Greatest Disaster Movies,2000,NULL,Yes
43994,"Boom, Il",1963,5.5,Yes
43995,Boom-Boom,1994,NULL,Yes
43996,Boom: The Sound of Eviction,2001,NULL,Yes
43997,BoomBots,1999,NULL,Yes
43998,Boomer,1978,NULL,Yes
43999,Boomer,2001,NULL,Yes
44000,Boomer Bill Goes to Sea,1917,NULL,Yes
44001,Boomer Bill's Awakening,1917,NULL,Yes
44003,Boomerang,1934,NULL,Yes
44004,Boomerang,1952,NULL,Yes
44005,Boomerang,1992,5.1,Yes
44006,Boomerang,1995,5.9,Yes
44007,Boomerang (1997/I),1997,NULL,Yes
44008,Boomerang,2001,5.4,Yes
44009,Boomerang,2002,7.6,Yes
44010,Boomerang Bill,1922,NULL,Yes
44011,Boomerang Justice,1922,NULL,Yes
44012,Boomerang!,1947,7.7,Yes
44013,"Boomerang, The",1900,NULL,Yes
44014,"Boomerang, The",1912,NULL,Yes
44015,"Boomerang, The (1913/I)",1913,NULL,Yes
44016,"Boomerang, The (1913/II)",1913,NULL,Yes
44017,"Boomerang, The (1913/III)",1913,NULL,Yes
44018,"Boomerang, The (1913/IV)",1913,NULL,Yes
44019,"Boomerang, The",1915,NULL,Yes
44020,"Boomerang, The",1919,NULL,Yes
44021,"Boomerang, The",1925,NULL,Yes
44022,Boomerwang,1992,NULL,Yes
44023,"Boomgaard, De",1963,NULL,Yes
44024,Booming Business,1910,NULL,Yes
44025,Booming the Boxing Business,1916,NULL,Yes
44026,Boomiyile Rajakkanmar,1987,NULL,Yes
44027,Boomsville,1968,NULL,Yes
44028,Boomtown,1985,5.7,Yes
44029,Boomtown,1993,NULL,Yes
44030,Boon ngoh kong ban,1989,NULL,Yes
44031,Boon sang yuen,1997,6.3,Yes
44032,Boond Jo Ban Gayi Moti,1967,NULL,Yes
44033,Boondock II: All Saints Day,2004,NULL,Yes
44034,"Boondock Saints, The",1999,7.7,Yes
44035,Boondocks,2004,NULL,Yes
44036,Boondoggle,1999,NULL,Yes
44037,"Boonekamp-Affre, Die",1981,NULL,Yes
44038,"Boonton Affair, The",1917,NULL,Yes
44039,Boop-Oop-A-Doop,1932,6.6,Yes
44040,"Boor, The",1996,NULL,Yes
44041,Boos,2002,NULL,Yes
44042,Boos and Arrows,1954,NULL,Yes
44043,Boos and Saddles,1953,NULL,Yes
44044,Boos in the Night,1949,NULL,Yes
44045,Booseh madar,1956,NULL,Yes
44046,"Boost, The",1988,5.5,Yes
44047,"Booster, The",1928,NULL,Yes
44048,Boosting Business,1913,NULL,Yes
44049,"Boot - The Making of, Das",1981,NULL,Yes
44050,"Boot and the Loot, The",1917,NULL,Yes
44052,Boot Camp,1996,6.2,Yes
44053,Boot Hill Bandits,1942,NULL,Yes
44054,Boot Hill Blind Dead,2003,NULL,Yes
44055,"Boot ist voll, Das",1981,7.6,Yes
44056,Boot Licker,1984,NULL,Yes
44057,"Boot naar Spanje, De",1982,NULL,Yes
44058,Boot Polish,1954,8.9,Yes
44059,"Boot von Torreira, Das",1965,NULL,Yes
44060,"Boot, Das",1981,8.5,Yes
44061,"Boot, De",1985,NULL,Yes
44062,"Boot, The",1998,NULL,Yes
44063,Bootblack and Crossing Sweeper,1903,NULL,Yes
44064,"Bootblack, The",1918,NULL,Yes
44065,Booth,2004,NULL,Yes
44066,"Booth, The",2001,NULL,Yes
44067,Boothayyana Maga Ayyu,1974,NULL,Yes
44068,Boothill Brigade,1937,NULL,Yes
44069,"Boothill Mc Gall, sheriff",1961,NULL,Yes
44070,Bootie Deal,1999,NULL,Yes
44071,Bootie Nights,1999,NULL,Yes
44074,Bootle Beetle,1947,5.9,Yes
44075,Bootle's Baby (1914/I),1914,NULL,Yes
44076,Bootleg,1985,NULL,Yes
44077,Bootleg Film,1999,3.7,Yes
44078,"Bootlegger's Daughter, The",1922,NULL,Yes
44079,"Bootlegger, The",1911,NULL,Yes
44080,Bootleggers,1974,4.8,Yes
44081,"Bootleggers, The",1922,NULL,Yes
44082,"Bootmaker's Ten Pound Note, The",1910,NULL,Yes
44083,Bootmen,2000,5.7,Yes
44086,Boots,1919,NULL,Yes
44087,Boots,1953,2.7,Yes
44088,Boots and Saddles,1909,NULL,Yes
44089,Boots and Saddles,1916,NULL,Yes
44090,Boots and Saddles,1937,5.8,Yes
44091,Boots from Bootle,1916,NULL,Yes
44092,"Boots He Couldn't Lose, The",1909,NULL,Yes
44093,Boots Malone,1952,5.3,Yes
44094,Boots of Destiny,1937,NULL,Yes
44095,Boots! Boots!,1934,NULL,Yes
44096,"Boots, Biceps and Bulges: The Life & Works of Tom of Finland",1988,NULL,Yes
44098,"Bootsmnner von Pagsanjan, Die",1980,NULL,Yes
44099,Booty and the Beast,1953,6,Yes
44100,"Booty Bandit, The",1994,NULL,Yes
44103,Booty Bang 10,1997,NULL,Yes
44104,Booty Bang 7,1997,NULL,Yes
44105,"Booty Bang, The",1997,NULL,Yes
44106,Booty Bitch,1995,NULL,Yes
44108,Booty Call,1997,4.9,Yes
44109,"Booty Call, Da",1994,NULL,Yes
44111,Booty Dance,2004,NULL,Yes
44123,Booty Duty 8,1999,NULL,Yes
44124,Booty Duty 9,2001,NULL,Yes
44130,Booty Squad,1998,NULL,Yes
44135,"Booty Talk 14: Spunkylennium, Party 2000!",2000,NULL,Yes
44139,Booty Talk 18: Moore Booty,2000,NULL,Yes
44140,Booty Talk 19,2000,NULL,Yes
44143,Booty Talk 21: Lets Party Baby,2000,NULL,Yes
44153,Booty Talk 31,2002,NULL,Yes
44155,Booty Talk 33,2002,NULL,Yes
44156,Booty Talk 34,2002,NULL,Yes
44157,Booty Talk 35,2003,NULL,Yes
44158,Booty Talk 36,2003,NULL,Yes
44167,Bootylicious 17: Das Booty,1997,NULL,Yes
44168,Bootylicious 18: Just Say Ho,1997,NULL,Yes
44169,Bootylicious 19: Superfreak,1997,NULL,Yes
44170,Bootylicious 20,1997,NULL,Yes
44172,Bootylicious 21: Don't Hate Me Because I'm Beautiful,1998,NULL,Yes
44178,Bootylicious: DP Blacks,1995,NULL,Yes
44179,Bootylicious: Trailer Trash,1996,NULL,Yes
44180,Bootylicious: White Trash,1995,NULL,Yes
44181,Booy-E Pirahan-E Yusef,1995,5.5,Yes
44182,"Booye kafoor, atre yas",2000,6.7,Yes
44183,"Booze Cruise, The",2003,NULL,Yes
44184,"Booze Hangs High, The",1930,4.3,Yes
44185,Boozecan,1994,4.9,Yes
44186,Boozers & Losers Vol. 1,2000,NULL,Yes
44187,Boozers & Losers Vol. 2,2001,NULL,Yes
44188,Bop Girl Goes Calypso,1957,4.5,Yes
44189,Bop-Scotch,1952,NULL,Yes
44190,Bopha!,1986,NULL,Yes
44191,Bopha!,1993,5.7,Yes
44192,"Bophana, une tragdie cambodgienne",1996,NULL,Yes
44193,Bopin' Hood,1961,NULL,Yes
44194,Boplicity,1997,NULL,Yes
44195,Boppin' at the Glue Factory,2004,NULL,Yes
44196,"Boquilla, La",1978,NULL,Yes
44197,Boquitas pintadas,1974,5.6,Yes
44198,Bor lei jun,1999,5.4,Yes
44199,"Bor, A",1933,NULL,Yes
44200,Bora Bora,1968,6.5,Yes
44201,Bora Diya Pokuna,2004,NULL,Yes
44202,Bora e par,1972,NULL,Yes
44203,Bora Todorovic - filmska ostvarenja,2003,NULL,Yes
44204,"Bora, I",1930,NULL,Yes
44205,Borac i graditelj,1953,NULL,Yes
44206,Boran,2001,NULL,Yes
44207,Boran - Zeit zum Zielen,1986,NULL,Yes
44208,Boran Herdsmen,1974,NULL,Yes
44209,Boran Women,1974,NULL,Yes
44210,Borba pjetlova,1962,NULL,Yes
44211,Borba protiv specijalnih snaga agresora na teritoriji opstine,1979,NULL,Yes
44212,Borba sa strminom,1951,NULL,Yes
44213,Borba za shtastie,1946,NULL,Yes
44214,Borba za tlo,1949,NULL,Yes
44215,Borba za Ultimatum,1923,NULL,Yes
44216,"Borboleta na Gaiola, A",1987,NULL,Yes
44217,"Borboletas Queimam-se no Fogo, As",1984,NULL,Yes
44218,"Borboletas Tambm Amam, As",1979,NULL,Yes
44219,Borcsa Amerikban,1938,NULL,Yes
44220,Bord de mer,2002,5.4,Yes
44221,"Bord des larmes, Le",1986,NULL,Yes
44222,"Bordado, O",1982,NULL,Yes
44223,Bordando la frontera,1985,NULL,Yes
44224,"Borde del tiempo, El",2004,NULL,Yes
44225,Bordel - Noites Proibidas,1980,NULL,Yes
44226,Bordel et mardi,2000,NULL,Yes
44229,Bordella,1976,8.5,Yes
44231,Bordellets dronning,2001,NULL,Yes
44232,Bordello,1974,NULL,Yes
44233,Bordello,1979,NULL,Yes
44234,Bordello,1985,NULL,Yes
44236,Bordello Blues,2000,NULL,Yes
44238,Bordello of Blood,1996,4.6,Yes
44240,Border,1997,6.1,Yes
44241,Border,2001,6,Yes
44242,Border Badmen,1945,5,Yes
44243,Border Bandits,1946,NULL,Yes
44244,Border Blackbirds,1927,NULL,Yes
44245,Border Brigands,1935,NULL,Yes
44246,Border Buckaroos,1943,NULL,Yes
44247,Border Caballero,1936,NULL,Yes
44248,Border Cafe,1937,4,Yes
44249,"Border Cavalier, The",1927,NULL,Yes
44250,Border City Rustlers,1953,NULL,Yes
44251,"Border Confirmed: The Treaty of Washington: 1867-1871, The",1969,NULL,Yes
44252,Border Devils,1932,NULL,Yes
44253,Border Fence,1951,NULL,Yes
44254,Border Feud,1947,3.8,Yes
44255,Border Flight,1936,NULL,Yes
44256,Border G-Men,1938,5.8,Yes
44257,Border Guns,1934,NULL,Yes
44258,Border Hindustan Ka,2003,NULL,Yes
44259,Border Incident,1949,6.7,Yes
44260,Border Intrigue,1925,NULL,Yes
44261,Border Justice,1925,NULL,Yes
44262,Border Law,1923,NULL,Yes
44263,Border Law,1931,NULL,Yes
44264,"Border Legion, The",1918,NULL,Yes
44265,"Border Legion, The",1924,NULL,Yes
44266,"Border Legion, The",1930,NULL,Yes
44267,"Border Legion, The",1940,6.8,Yes
44268,Border Line,1916,NULL,Yes
44269,Border Line,1992,6.4,Yes
44270,Border Line (1999/I),1999,NULL,Yes
44271,Border Line (2002/II),2002,7.9,Yes
44272,Border Lust,1967,NULL,Yes
44273,"Border Menace, The",1934,NULL,Yes
44274,"Border of Tong, The",1985,1.7,Yes
44275,Border Outlaws,1950,NULL,Yes
44276,"Border Parson, The",1912,NULL,Yes
44277,Border Patrol,1943,5.4,Yes
44278,Border Patrol,2000,NULL,Yes
44279,"Border Patrol, The",1928,NULL,Yes
44280,"Border Patrol, The",1930,NULL,Yes
44281,Border Patrol: Life on the Line,2001,NULL,Yes
44282,"Border Patrolman, The",1936,NULL,Yes
44283,Border Phantom,1937,NULL,Yes
44284,Border Radio,1987,3.8,Yes
44285,"Border Raid, The",1924,NULL,Yes
44286,Border Raiders,1918,NULL,Yes
44287,"Border Raiders, The",1921,NULL,Yes
44288,"Border Ranger, The",1911,NULL,Yes
44289,Border Rangers,1950,NULL,Yes
44290,"Border Rider, The",1924,NULL,Yes
44291,Border River,1919,NULL,Yes
44292,Border River,1954,5.3,Yes
44293,Border Romance,1929,NULL,Yes
44294,Border Roundup,1942,NULL,Yes
44295,Border Saddlemates,1952,NULL,Yes
44296,Border Scouts,1922,NULL,Yes
44297,"Border Sheriff, The",1926,NULL,Yes
44298,Border Shootout,1990,3.4,Yes
44299,Border Showdown,1956,NULL,Yes
44300,"Border Terror, The",1919,NULL,Yes
44301,Border to Border,1998,6.9,Yes
44302,Border Town,1990,NULL,Yes
44304,Border Treasure,1950,5.6,Yes
44305,Border Vengeance,1925,NULL,Yes
44306,Border Vengeance,1935,NULL,Yes
44307,Border Vigilantes,1941,NULL,Yes
44308,Border Weave,1942,NULL,Yes
44309,Border Whirlwind,1926,NULL,Yes
44310,"Border Wildcat, The",1929,NULL,Yes
44311,"Border Wireless, The",1918,NULL,Yes
44312,"Border Wolf, The",1929,NULL,Yes
44313,Border Wolves,1917,NULL,Yes
44314,Border Wolves,1938,NULL,Yes
44315,Border Women,1924,NULL,Yes
44316,"Border's Mishaps, A",1914,NULL,Yes
44317,"Border, The",1979,5.3,Yes
44318,"Border, The",1982,5.9,Yes
44319,"Border, The",2003,NULL,Yes
44320,Borderland,1922,NULL,Yes
44321,Borderland,1937,6.1,Yes
44322,Borderland,2000,NULL,Yes
44323,Borderline,1930,5.9,Yes
44324,Borderline,1950,5.6,Yes
44325,Borderline,1980,5.3,Yes
44326,Borderline,1988,NULL,Yes
44328,Borderline,1998,NULL,Yes
44329,Borderline (1999/II),1999,NULL,Yes
44330,Borderline (2002/I),2002,5.5,Yes
44331,Borderline High,1992,NULL,Yes
44332,Borderline Normal,2000,6.3,Yes
44333,Borderlines,1992,NULL,Yes
44334,Borders,1989,NULL,Yes
44335,Borders,2000,NULL,Yes
44336,Bordertown,1935,6.4,Yes
44337,Bordertown Caf,1993,6.8,Yes
44338,Bordertown Gun Fighters,1943,5.8,Yes
44339,Bordertown Trail,1944,NULL,Yes
44340,"Bordhubschrauberpilot, Der",1993,NULL,Yes
44341,Bords de la Semois (Ardennes belges),1913,NULL,Yes
44342,"Bordn y la estrella, El",1966,NULL,Yes
44343,Bore Lee: U kandzama velegrada,2003,6.2,Yes
44344,Bore N Stroke,1985,NULL,Yes
44345,Boreal Forest: Fall and Winter,1978,NULL,Yes
44346,Boreal Forest: Spring and Summer,1978,NULL,Yes
44347,Bored,1916,NULL,Yes
44348,Bored,1999,4.7,Yes
44349,"Bored Cuckoo, The",1948,NULL,Yes
44350,Bored Games,1988,NULL,Yes
44352,Bored of Education,1936,7.6,Yes
44353,Bored of Education,1946,NULL,Yes
44354,Bored of the Rings,1985,NULL,Yes
44355,Bored Silly,2000,3.7,Yes
44356,Borei kaibyo yashiki,1958,7.7,Yes
44357,Borei no sumu ie,2000,NULL,Yes
44358,Boret,1970,NULL,Yes
44359,Borets i kloun,1957,5.8,Yes
44360,Borg War 3,1998,NULL,Yes
44361,"Borgata dei sogni, La",1978,NULL,Yes
44362,Borge for alvor,1998,NULL,Yes
44363,"Borgerligt ord, Et",1945,NULL,Yes
44364,Borgermesteren,1967,NULL,Yes
