id,name,year,rating,availability
44365,"Borgerpligt, En",1953,NULL,Yes
44366,Borges para millones,1978,NULL,Yes
44367,Borges sobre Borges,2003,NULL,Yes
44368,"Borges, el eterno retorno",1999,NULL,Yes
44369,"Borges, Les",1978,NULL,Yes
44370,"Borges, los libros y las noches",1999,5.4,Yes
44371,"Borghese piccolo piccolo, Un",1977,8.3,Yes
44372,"Borghesi di Pontarcy, I",1920,NULL,Yes
44373,"Borgia ou le sang dor, Les",1977,NULL,Yes
44374,"Borgia Stick, The",1967,NULL,Yes
44375,Borgklderens mysterium,1914,NULL,Yes
44376,Borgmesteren gr,1996,NULL,Yes
44377,"Borgne, Le",1980,NULL,Yes
44378,Borgslgtens historie,1919,NULL,Yes
44379,Boricua,2004,NULL,Yes
44380,Boricua's Bond,2000,3.4,Yes
44381,Borinage,1933,7.3,Yes
44382,Boris,1966,NULL,Yes
44383,Boris,2000,NULL,Yes
44384,Boris,2002,NULL,Yes
44385,Boris and Natasha,1992,3.5,Yes
44386,Boris Becker - I Did It My Way,1999,NULL,Yes
44387,Boris e Jeremias,2000,NULL,Yes
44389,Boris Godunov,1954,7.7,Yes
44390,Boris Godunov,1980,NULL,Yes
44391,Boris Godunov,1986,5.2,Yes
44392,Boris Godunov,1987,NULL,Yes
44393,Boris Godunov,1990,NULL,Yes
44394,Boris I,1985,8.1,Yes
44395,Boris Karloff and Bela Lugosi,2002,NULL,Yes
44396,Boris Paichadze,1953,NULL,Yes
44397,Boris the Dog,1998,NULL,Yes
44398,Borisek - mal serzant,1976,NULL,Yes
44399,Borisko i Natalija,1975,NULL,Yes
44400,Borislav i Balkanite,1993,NULL,Yes
44401,Boritgogae,1988,NULL,Yes
44402,Boriului yeoreum,2003,NULL,Yes
44403,Borj-E Minoo,1996,6.8,Yes
44404,Borman,1966,NULL,Yes
44405,Born,1999,NULL,Yes
44406,Born 2 B Wild,1995,NULL,Yes
44407,Born Again,1914,NULL,Yes
44408,Born Again,1978,3,Yes
44409,Born Again: Life in a Fundamentalist Baptist Church,1987,NULL,Yes
44410,Born American,1986,4.5,Yes
44411,Born Anew,1933,NULL,Yes
44412,Born April First,1934,NULL,Yes
44414,Born Bad,1998,NULL,Yes
44415,Born Bad,1999,5.2,Yes
44416,Born Beautiful,1982,NULL,Yes
44417,Born Blood,2002,NULL,Yes
44418,Born Champion,1998,NULL,Yes
44419,Born Dead,2004,NULL,Yes
44421,Born Fabulous,2000,NULL,Yes
44422,Born for Hard Luck,1976,NULL,Yes
44423,Born for Hell,1976,4.8,Yes
44425,Born for Love 2,1987,NULL,Yes
44426,Born for Porn,1989,NULL,Yes
44427,Born for Trouble,1955,NULL,Yes
44428,Born Free,1966,6.8,Yes
44429,Born Free: A New Adventure,1996,NULL,Yes
44430,Born Hutterite,1996,NULL,Yes
44431,Born in Brazil,2002,NULL,Yes
44432,Born in East L.A.,1987,5.4,Yes
44433,Born in Flames,1983,6.7,Yes
44434,Born In Freedom: The Story of Colonel Drake,1955,NULL,Yes
44435,Born in the RSA,1986,NULL,Yes
44436,Born in the USA: Muslim Americans,2003,NULL,Yes
44437,Born Innocent,1974,NULL,Yes
44438,Born Into Brothels,2003,6,Yes
44439,Born Into Exile,1997,NULL,Yes
44440,Born Invincible,1981,9.1,Yes
44441,Born Kicking,1992,NULL,Yes
44442,Born Killer,1990,3,Yes
44443,Born Loser,2001,8.1,Yes
44444,"Born Losers, The",1967,5.2,Yes
44445,Born Lucky,1933,NULL,Yes
44446,Born of Fire,1983,4.6,Yes
44447,Born of the People,1916,NULL,Yes
44448,Born of the Wind,1964,NULL,Yes
44449,Born of Water,1976,NULL,Yes
44450,Born on the Fourth of July,1989,7,Yes
44451,Born Reckless,1930,4.6,Yes
44452,Born Reckless,1937,NULL,Yes
44453,Born Reckless,1958,4.2,Yes
44454,Born Rich,1924,NULL,Yes
44455,Born Rich,2003,6.5,Yes
44456,Born Romantic,2000,6.2,Yes
44457,Born Sinners with Pastor Tim #1,2000,NULL,Yes
44458,Born Sinners with Pastor Tim #2,2000,NULL,Yes
44459,Born Sinners with Pastor Tim #3,2000,NULL,Yes
44460,Born That Way,1937,NULL,Yes
44461,Born to Battle,1926,NULL,Yes
44462,Born to Battle,1927,NULL,Yes
44463,Born to Battle,1935,NULL,Yes
44464,Born to Be Bad,1934,5.2,Yes
44465,Born to Be Bad,1950,6,Yes
44466,Born to Be Bad,1987,NULL,Yes
44467,Born to Be Blind,2003,NULL,Yes
44468,Born to Be Loved,1959,5.5,Yes
44469,Born to Be Maid,1987,NULL,Yes
44470,Born to Be Mild,1990,NULL,Yes
44471,Born to Be Sold,1981,NULL,Yes
44472,Born to Be Wild,1938,NULL,Yes
44473,Born to Be Wild,1987,NULL,Yes
44474,Born to Be Wild (1995/I),1995,4.4,Yes
44475,Born to Be Wild (1999/I),1999,NULL,Yes
44476,Born to Boogie,1972,7,Yes
44477,Born to Buck,1966,NULL,Yes
44479,Born to Dance,1936,6.3,Yes
44480,Born to Dance,1988,NULL,Yes
44481,Born to Die,1934,NULL,Yes
44482,Born to Fight,1936,NULL,Yes
44483,Born to Fight,1956,5.8,Yes
44484,Born to Gamble,1935,NULL,Yes
44485,Born to Kill,1947,7.2,Yes
44486,Born to Kill,1996,3.9,Yes
44487,Born to Kill,2000,NULL,Yes
44488,Born to Lose,1999,3.8,Yes
44489,Born to Lose: The Last Rock and Roll Movie,1999,8.7,Yes
44490,Born to Love,1931,5.2,Yes
44491,Born to Love You,1999,NULL,Yes
44492,Born to Peck,1952,5,Yes
44493,Born to Race,1988,2.4,Yes
44495,Born to Ride,1991,4.5,Yes
44496,Born to Run,1979,NULL,Yes
44498,Born to Run,1993,NULL,Yes
44500,Born to Shop,1991,NULL,Yes
44501,Born to Sing,1942,6.6,Yes
44502,Born to Ski,1991,NULL,Yes
44503,Born to Speed,1947,NULL,Yes
44504,Born to the Saddle,1929,NULL,Yes
44505,Born to the Saddle,1953,NULL,Yes
44506,Born to the West,1926,NULL,Yes
44507,Born to the West,1937,5.1,Yes
44508,Born to Trouble: Adventures of Huckleberry Finn,2000,NULL,Yes
44509,Born to Win,1971,5.6,Yes
44510,Born to Win,2000,NULL,Yes
44511,Born Too Soon,1993,NULL,Yes
44513,Born Wild,1995,4.4,Yes
44515,Born Yesterday,1950,7.4,Yes
44516,Born Yesterday,1993,4.9,Yes
44517,Borneo,1937,NULL,Yes
44518,Borneoeseo dolaon Deokpali,1976,NULL,Yes
44519,Bornholms stemme,1999,5.5,Yes
44520,Boroboata n excursie,1962,NULL,Yes
44521,Borom sarret,1966,7.5,Yes
44522,Borotalco,1982,5.7,Yes
44523,Borowitschi,1997,NULL,Yes
44524,"Borrachas, Las",1989,NULL,Yes
44525,"Borrachera del tango, La",1928,NULL,Yes
44526,"Borracho, El",1962,NULL,Yes
44527,"Borracho, El",1976,NULL,Yes
44528,Borrah Minnevitch and His Harmonica School,1942,NULL,Yes
44529,Borrasca,1978,NULL,Yes
44530,Borrasca de celos,1946,NULL,Yes
44531,Borrasca en las almas,1954,NULL,Yes
44532,Borrasca humana,1940,NULL,Yes
44533,Borrow a Million,1934,NULL,Yes
44534,"Borrowed Baby, The",1911,NULL,Yes
44535,"Borrowed Baby, The",1918,NULL,Yes
44536,Borrowed Blonde,1947,NULL,Yes
44537,Borrowed Bodies,1996,NULL,Yes
44538,Borrowed Clothes,1918,NULL,Yes
44539,Borrowed Clothes,1934,NULL,Yes
44540,"Borrowed Clothes; or, Fine Feathers Make Fine Birds",1909,NULL,Yes
44541,"Borrowed Cook, The",1914,NULL,Yes
44542,"Borrowed Engine, The",1917,NULL,Yes
44543,Borrowed Finery,1925,NULL,Yes
44544,"Borrowed Finery, The",1914,NULL,Yes
44545,"Borrowed Flat, The",1911,NULL,Yes
44546,Borrowed Gold,1913,NULL,Yes
44547,Borrowed Hearts,1997,NULL,Yes
44548,Borrowed Hero,1941,NULL,Yes
44549,Borrowed Husbands,1924,NULL,Yes
44550,"Borrowed Identiy, A",1913,NULL,Yes
44551,Borrowed Life Stolen Love,1997,4.1,Yes
44552,"Borrowed Necklace, The",1915,NULL,Yes
44553,Borrowed Plumage,1917,NULL,Yes
44554,Borrowed Plumes (1916/I),1916,NULL,Yes
44555,Borrowed Plumes (1916/II),1916,NULL,Yes
44556,Borrowed Power,1951,NULL,Yes
44557,Borrowed Sunshine,1916,NULL,Yes
44558,Borrowed Trouble,1923,NULL,Yes
44559,Borrowed Trouble,1948,5.6,Yes
44560,Borrowed Wives,1930,NULL,Yes
44561,"Borrower, The",1991,4.8,Yes
44562,"Borrowers, The",1973,NULL,Yes
44563,"Borrowers, The",1977,NULL,Yes
44564,"Borrowers, The",1992,NULL,Yes
44565,"Borrowers, The",1997,5.7,Yes
44566,Borrowing Hogan,1915,NULL,Yes
44567,Borrowing Saffron,2002,NULL,Yes
44568,Borrowing Time,2004,NULL,Yes
44569,Borrowing Trouble,1916,NULL,Yes
44570,Borrowing Trouble,1937,NULL,Yes
44571,Borrn y cuenta nueva,2000,6.6,Yes
44572,Bors Istvn,1939,NULL,Yes
44573,Bors nni,1982,NULL,Yes
44574,"Borsalini, Les",1980,NULL,Yes
44575,Borsalino & Co.,1974,5.2,Yes
44576,Borsalino,1970,6.8,Yes
44577,"Borsh, el refugio",2001,NULL,Yes
44578,Borski rudnici,1955,NULL,Yes
44579,Borsky's Backdoor Bitches,1996,NULL,Yes
44580,Borsos Mikls,1966,NULL,Yes
44581,Borstal Boy,2000,5.9,Yes
44582,Borsten,1981,NULL,Yes
44583,"Bortfrte brn, De",2002,NULL,Yes
44584,Bortreist p ubestemt tid,1974,5.8,Yes
44585,Boruneo taisho: Akamichi ni tokero,1969,NULL,Yes
44586,"Borussen kommen, Die",1964,NULL,Yes
44587,Boruvkov vrch,2002,NULL,Yes
44588,Borxhliu,1999,NULL,Yes
44589,Boryoku,1952,NULL,Yes
44590,Boryoku kyoshitsu,1976,NULL,Yes
44591,Boryoku no Machi,1950,NULL,Yes
44592,Boryoku senshi,1979,NULL,Yes
44593,Boryokudan,1963,NULL,Yes
44594,Boryokudan sai buso,1971,NULL,Yes
44595,Borzi,1936,NULL,Yes
44596,"Borades, Les",2003,NULL,Yes
44597,Bos besik,1952,NULL,Yes
44598,Bos besik,1969,NULL,Yes
44599,Bos Is Back,2004,NULL,Yes
44600,Bos ver arkadas,1974,NULL,Yes
44601,Bos yuva,1961,NULL,Yes
44602,Bos ereve,1969,NULL,Yes
44603,Bosanka,1963,NULL,Yes
44604,Bosco d'amore,1981,NULL,Yes
44605,"Bosco sacro, Il",1915,NULL,Yes
44606,"Bosco, Il",1988,3.1,Yes
44607,"Boscombe Valley Mystery, The",1922,NULL,Yes
44608,Bose,2004,NULL,Yes
44609,Boshuri siskhli,1928,NULL,Yes
44610,Bosimao zhai xing dong,1986,NULL,Yes
44611,Bosko and Bruno,1932,NULL,Yes
44612,Bosko and Honey,1932,NULL,Yes
44613,Bosko at the Beach,1932,NULL,Yes
44614,Bosko at the Zoo,1932,NULL,Yes
44615,Bosko Buha (1978/II),1978,3.9,Yes
44616,Bosko in Dutch,1933,NULL,Yes
44617,Bosko in Person,1933,NULL,Yes
44618,Bosko Shipwrecked!,1931,NULL,Yes
44619,Bosko the Doughboy,1931,NULL,Yes
44620,Bosko the Drawback,1932,NULL,Yes
44621,Bosko the Lumberjack,1932,NULL,Yes
44622,Bosko the Musketeer,1933,NULL,Yes
44623,Bosko the Sheep Herder,1933,NULL,Yes
44624,Bosko the Speed King,1933,NULL,Yes
44625,Bosko the Talk-Ink Kid,1929,4.7,Yes
44626,Bosko's Dizzy Date,1932,NULL,Yes
44627,Bosko's Dog Race,1932,NULL,Yes
44628,Bosko's Easter Eggs,1937,NULL,Yes
44629,Bosko's Fox Hunt,1931,NULL,Yes
44630,Bosko's Holiday,1931,NULL,Yes
44631,Bosko's Knight-Mare,1933,NULL,Yes
44632,Bosko's Mechanical Man,1933,NULL,Yes
44633,Bosko's Parlor Pranks,1934,NULL,Yes
44634,Bosko's Party,1932,4.2,Yes
44635,Bosko's Picture Show,1933,NULL,Yes
44636,Bosko's Soda Fountain,1931,NULL,Yes
44637,Bosko's Store,1932,NULL,Yes
44638,Bosko's Woodland Daze,1933,NULL,Yes
44639,"Bosna Airlines, vol 8487 en provenance de Saravejo",2001,NULL,Yes
44640,Bosna pred rat (Banja Luka),1991,NULL,Yes
44641,Bosna!,1994,6.8,Yes
44642,"Bosna, mavi karanlik",1994,NULL,Yes
44643,Bosnatransport,1953,NULL,Yes
44644,Bosnavision,2000,NULL,Yes
44645,Bosnien Blues,1994,NULL,Yes
44646,Bosnien Safari - Dem Frieden auf der Spur,2004,NULL,Yes
44647,Boso no kisetsu,1976,NULL,Yes
44648,Boso pekopeko-bushi: Onna banshuku,1974,NULL,Yes
44649,Boso sekkusu-zoku,1973,NULL,Yes
44651,Bosom Buddies 2,2000,NULL,Yes
44652,Bosom Buddies 3,2001,NULL,Yes
44653,Bosom Buddies 4,2002,NULL,Yes
44654,Bosom Buddies 5,2002,NULL,Yes
44655,Bosom Friends,1934,NULL,Yes
44656,Bosom Triple XXX,1989,NULL,Yes
44657,Bosontginningen door Agrifor,1928,NULL,Yes
44658,"Bosplan, Het",1978,NULL,Yes
44659,"Bosque animado, El",1987,7,Yes
44660,"Bosque animado, El",2001,5.1,Yes
44661,"Bosque de los condenados, El",1974,NULL,Yes
44662,Bosque de muerte,1993,NULL,Yes
44663,Bosque de San Pedro,1906,NULL,Yes
44664,"Bosque del lobo, El",1971,5.7,Yes
44665,"Bosque silencioso, El",1996,NULL,Yes
44666,"Bosque y el agua, El",1961,NULL,Yes
44667,"Bosque, El",1984,NULL,Yes
44668,Bosquejo cinematogrfico,1918,NULL,Yes
44669,Bosques y selvas,1983,NULL,Yes
44670,Boss,1996,NULL,Yes
44671,Boss,1998,NULL,Yes
44672,"Boss aus dem Westen, Der",1988,NULL,Yes
44673,Boss Bitch!,1992,NULL,Yes
44674,Boss Bitches 16,2003,NULL,Yes
44675,Boss Bitches 18,2004,NULL,Yes
44676,Boss Cowboy,1934,NULL,Yes
44677,"Boss Didn't Say Good Morning, The",1937,NULL,Yes
44678,Boss Foreman,1939,NULL,Yes
44679,"Boss Is Always Right, The",1960,NULL,Yes
44681,Boss Nigger,1975,4.4,Yes
44682,"Boss of Bar 20, The",1924,NULL,Yes
44683,Boss of Big Town,1942,NULL,Yes
44684,Boss of Boomtown,1944,NULL,Yes
44685,Boss of Bosses,2001,NULL,Yes
44686,Boss of Bullion City,1940,NULL,Yes
44687,"Boss of Camp Four, The",1922,NULL,Yes
44688,"Boss of Copperhead, The",1920,NULL,Yes
44689,Boss of Hangtown Mesa,1942,NULL,Yes
44690,Boss of Lonely Valley,1937,NULL,Yes
44691,"Boss of Lucky Ranch, The",1911,NULL,Yes
44692,"Boss of Lumber Camp Number Four, The",1912,NULL,Yes
44693,Boss of Rawhide,1943,NULL,Yes
44694,"Boss of Rustler's Roost, The",1928,NULL,Yes
44695,"Boss of the 8th, The",1914,NULL,Yes
44696,Boss of the Ballet,1990,NULL,Yes
44697,"Boss of the Family, The",1917,NULL,Yes
44698,"Boss of the Katy Mine, The",1912,NULL,Yes
44699,"Boss of the Lazy Y, The",1917,NULL,Yes
44700,Boss of the Rancho,1928,NULL,Yes
44701,Boss Rider of Gun Creek,1936,NULL,Yes
44702,Boss sangrokjakjeon,2002,2.2,Yes
44703,"Boss Story, A",1982,NULL,Yes
44704,Boss Tweed,1933,NULL,Yes
44705,Boss wo taose,1963,NULL,Yes
44706,"Boss' Son, The",1978,NULL,Yes
44707,"Boss' Wife, The",1986,4.6,Yes
44709,"Boss's Orders, The",1930,NULL,Yes
44710,"Boss, Il",1973,5,Yes
44711,"Boss, The",1915,NULL,Yes
44712,"Boss, The",1956,7.4,Yes
44713,"Boss, The",1978,NULL,Yes
44716,"Boss, The",1999,NULL,Yes
44718,"Boss, The",2003,NULL,Yes
44719,"Boss, The",2003,NULL,Yes
44720,"Boss, The",2004,NULL,Yes
44721,Bossa Bop,1974,NULL,Yes
44722,Bossa Nova,1964,NULL,Yes
44723,Bossa Nova,2000,6.7,Yes
44724,Bossanova Blues,1992,NULL,Yes
44725,Bossemans et Coppenolle,1938,NULL,Yes
44726,Bossen i byen,1988,NULL,Yes
44727,Bossing,1996,NULL,Yes
44728,"Bossu, Le",1923,NULL,Yes
44729,"Bossu, Le",1925,NULL,Yes
44730,"Bossu, Le",1934,NULL,Yes
44731,"Bossu, Le",1944,NULL,Yes
44732,"Bossu, Le",1960,7.1,Yes
44733,"Bossu, Le",1997,7.1,Yes
44735,Bossy Mistresses,1993,NULL,Yes
44736,"Bossz, A",1918,NULL,Yes
44737,"Bostagi, El",1948,NULL,Yes
44738,"Bostella, La",2000,6.1,Yes
44739,Bostock's Circus Fording a Stream,1903,NULL,Yes
44740,Bostock's Cup,1999,NULL,Yes
44741,Bostock's Educated Bears,1903,NULL,Yes
44742,Bostock's Educated Chimpanzee,1902,NULL,Yes
44743,Boston and New York Express,1903,NULL,Yes
44744,Boston Beany,1947,NULL,Yes
44745,Boston Blackie,1923,NULL,Yes
44746,Boston Blackie and the Law,1946,6.1,Yes
44747,Boston Blackie Booked on Suspicion,1945,6.6,Yes
44748,Boston Blackie Goes Hollywood,1942,7,Yes
44749,Boston Blackie's Chinese Venture,1949,5.7,Yes
44750,Boston Blackie's Little Pal,1918,NULL,Yes
44751,Boston Blackie's Rendezvous,1945,6.5,Yes
44753,"Boston Fire Boat in Action, The",1901,NULL,Yes
44754,Boston Horseless Fire Department,1899,NULL,Yes
44755,Boston Kickout,1995,4.9,Yes
44756,Boston Navy Yard,1898,NULL,Yes
44757,Boston Quackie,1957,6.2,Yes
44758,Boston Red Sox: 100 Years of Baseball History,2001,NULL,Yes
44759,"Boston Strangler, The",1968,7,Yes
44760,"Boston Tea Party, The",1908,NULL,Yes
44761,"Boston Tea Party, The",1934,NULL,Yes
44762,"Boston Terrier, The",1962,NULL,Yes
44763,Boston's Subway,1897,NULL,Yes
44764,"Bostonians, The",1984,5.6,Yes
44765,"Bostoniennes, Les",1962,NULL,Yes
44766,"Bostonville-i kaland, A",1920,NULL,Yes
44767,Bosu,1949,NULL,Yes
44768,"Bosun's Mate, The",1914,NULL,Yes
44769,Bosver doktor,1962,NULL,Yes
44770,Boswell & Johnson's Tour of the Western Islands,1993,NULL,Yes
44771,Boswell Sisters,1933,NULL,Yes
44772,Boswerken in Kongo,1910,NULL,Yes
44773,Boszorknyszombat,1983,NULL,Yes
44774,Bot Lavin Tithe Gudgulya,1978,NULL,Yes
44775,Bot-chan,1953,NULL,Yes
44776,Bota jmnem Melichar,1983,5.9,Yes
44777,Botadura del buque tanque Elcano,1963,NULL,Yes
44778,Botadura del buque tanque Mlaga,1969,NULL,Yes
44779,Botadura del Cerro Pelado,1965,NULL,Yes
44780,Botadura del La Rbida,1967,NULL,Yes
44781,Botadura del Maffo,1966,NULL,Yes
44782,Botadura del Montesa,1968,NULL,Yes
44783,Botan to ryu,1970,NULL,Yes
44784,Botan-dr,1968,9.2,Yes
44785,Botanicheskij sad,1997,NULL,Yes
44786,Botany Bay,1953,5.4,Yes
44787,Botarate y la andaluza,1916,NULL,Yes
44788,"Botas de avestruz, El",2000,NULL,Yes
44790,Botas Texanas y balas salvajes,1999,NULL,Yes
44791,Botate asobi,1970,NULL,Yes
44792,Botchan,1935,NULL,Yes
44793,"Bote, dyaryo, garapa",1989,NULL,Yes
44794,"Bote, el ro y la gente, El",1960,NULL,Yes
44795,"Botella, La",1999,NULL,Yes
44796,Botero,1982,NULL,Yes
44797,Botgrarna,1992,NULL,Yes
44798,Both,1993,NULL,Yes
44799,Both Barrels,1921,NULL,Yes
44800,Both Barrels Blazing,1945,NULL,Yes
44801,Both Biters Bit,1926,NULL,Yes
44802,Both Booths,1922,NULL,Yes
44805,Both Good Soldiers,1917,NULL,Yes
44806,Both My Lovers,1994,NULL,Yes
44807,Both Sides of Life,1915,NULL,Yes
44808,Both Sides of the Law,1999,NULL,Yes
44810,Both/And,1975,NULL,Yes
44811,Botham's Ashes,1981,NULL,Yes
44812,Bothams on the Internet,1996,NULL,Yes
44813,Bothered by a Beard,1945,NULL,Yes
44814,Bothildsen Nielsen,1945,NULL,Yes
44815,"Botijo, El",1948,NULL,Yes
44816,Botinki iz America,2001,6,Yes
44817,Botoku no wana,1965,NULL,Yes
44818,Botong yeoja,1976,NULL,Yes
44819,Botong yeoja shidae,1990,NULL,Yes
44820,Botostroj,1953,NULL,Yes
44821,Botschaft,1992,NULL,Yes
44822,Botschaft der Gtter,1976,2.6,Yes
44823,Botschafter der Musik,1952,NULL,Yes
44824,Botschafter im Blauhemd,1984,NULL,Yes
44825,Botschafter morden nicht,1970,NULL,Yes
44826,"Botschafterin, Die",1960,NULL,Yes
44827,Botswana,1998,NULL,Yes
44828,"Botta di vita, Una",1988,4.2,Yes
44829,Botta e risposta,1949,NULL,Yes
44830,Botte di Natale,1994,4.8,Yes
44831,Botte i farten,1945,NULL,Yes
44833,"Bottega dell'orefice, La",1988,5,Yes
44834,Botteresses ligeoises,1920,NULL,Yes
44835,"Bottes de sept lieues, Les",1971,NULL,Yes
44836,"Bottes, Les",2004,NULL,Yes
44837,"Bottine souriante: Comme des dmons, La",2001,NULL,Yes
44838,"Bottle and the Throttle, The",1968,3.8,Yes
44839,Bottle Babies,1924,NULL,Yes
44840,"Bottle Baby, A",1922,NULL,Yes
44841,"Bottle Imp, The",1917,NULL,Yes
44842,"Bottle of Musk, A",1913,NULL,Yes
44843,Bottle Rocket,1994,7.3,Yes
44844,Bottle Rocket,1996,7.4,Yes
44845,Bottle's Baby (1914/II),1914,NULL,Yes
44846,"Bottle, The",1915,NULL,Yes
44847,Bottled Courage,1913,NULL,Yes
44848,"Bottled Romance, A",1914,NULL,Yes
44849,"Bottled Spider, The",1914,NULL,Yes
44850,Bottles,1912,NULL,Yes
44851,Bottles,1929,NULL,Yes
44852,Bottles,1936,6.7,Yes
44853,Bottles Are Better,2000,NULL,Yes
44854,Bottles in the Cellar,1995,NULL,Yes
44855,Bottom,2004,NULL,Yes
44856,Bottom 2001: An Arse Oddity,2001,NULL,Yes
44857,Bottom Busters,1973,NULL,Yes
44863,Bottom Feeders,1997,4.7,Yes
44864,Bottom Feeders,2000,NULL,Yes
44868,Bottom Feeders 4,2002,NULL,Yes
44874,Bottom Feeders Inc.,2002,NULL,Yes
44875,Bottom Floor,2004,NULL,Yes
44876,Bottom Land,1992,NULL,Yes
44879,Bottom Line: The Kostabi Phenomenon,1990,NULL,Yes
44880,Bottom Live,1993,NULL,Yes
44881,Bottom Live 2003: Weapons Grade Y-Fronts Tour,2003,NULL,Yes
44882,Bottom Live 3: Hooligan's Island,1997,NULL,Yes
44883,Bottom Live: The Big Number 2 Tour,1995,NULL,Yes
44884,"Bottom of the Bottle, The",1956,5.9,Yes
44885,Bottom of the Ninth,2002,NULL,Yes
44886,Bottom of the Ninth,2003,NULL,Yes
44887,"Bottom of the Sea, The",1914,NULL,Yes
44888,"Bottom of the Sea, The",1923,NULL,Yes
44889,"Bottom of the Well, The",1917,NULL,Yes
44890,"Bottom of the World, The",1920,NULL,Yes
44891,"Bottom of the World, The",1930,NULL,Yes
44892,Bottom Out,2004,NULL,Yes
44893,Bottom's Dream,1984,5.9,Yes
44894,Bottomfeeders,2001,7,Yes
44895,Bottomless,2004,NULL,Yes
44897,"Bottomless Cup, The",2000,7.3,Yes
44898,"Bottomless Pit, The",1915,NULL,Yes
44899,Bottoms Up,1934,5.1,Yes
44900,Bottoms Up,1960,6.2,Yes
44905,Bottoms Up,1999,NULL,Yes
44907,Bottoms Up! Series 8,1986,NULL,Yes
44908,Boty pln vody,1976,NULL,Yes
44909,Bot e padukshme,1987,NULL,Yes
44910,Botn de guerra,2000,6.1,Yes
44911,Botn de ancla,1948,NULL,Yes
44912,Botn de ancla,1961,5.8,Yes
44913,"Botn de fuego, El",1919,NULL,Yes
44914,Botts sajt krsre,1972,NULL,Yes
44915,Bou Thakuranir Hath,1953,NULL,Yes
44916,Bou Van 'N Nasie,1938,NULL,Yes
44917,Bouba,1987,5.8,Yes
44918,Boubou l'intrus,1999,NULL,Yes
44919,"Bouboule 1er, roi ngre",1933,NULL,Yes
44920,Bouboulina,1959,NULL,Yes
44921,Boubouroche,1933,NULL,Yes
44922,Boubouroche,1968,NULL,Yes
44923,"Boucane, La",1985,NULL,Yes
44924,Bouche cousue,1960,NULL,Yes
44925,"Bouche cousue, La",1999,NULL,Yes
44926,"Bouche de Jean-Pierre, La",1996,7.4,Yes
44927,Bouche  bouche,2003,NULL,Yes
44929,"Boucher, la star et l'orpheline, Le",1975,NULL,Yes
44930,"Boucher, Le",1970,7.6,Yes
44933,Bouclette,1918,NULL,Yes
44934,Boudi,1968,NULL,Yes
44935,Boudica,2003,5.7,Yes
44936,"Boudoir Butler, The",1932,NULL,Yes
44937,"Boudoir Diplomat, The",1930,NULL,Yes
44938,Boudoir diplomatique,1931,NULL,Yes
44939,"Boudoir japonais, Le",1918,NULL,Yes
44940,Boudu,2005,NULL,Yes
44941,Boudu sauv des eaux,1932,7.5,Yes
44942,"Bouffon, Le",1981,NULL,Yes
44943,"Boufos, O",1968,NULL,Yes
44944,"Bougainville: Our Island, Our Fight",1997,NULL,Yes
44945,Bouge!,1997,2.3,Yes
44946,"Bougeotte, La",1996,NULL,Yes
44947,Bouger,2001,NULL,Yes
44948,Bought & Sold,1988,NULL,Yes
44949,Bought & Sold,2003,7.1,Yes
44950,Bought,1915,NULL,Yes
44951,Bought,1931,NULL,Yes
44952,Bought and Paid For,1916,NULL,Yes
44953,Bought and Paid For,1920,NULL,Yes
44954,Bought and Paid For,1922,NULL,Yes
44955,"Bougnoul, Le",1975,NULL,Yes
44956,Bouillabaisse,2003,NULL,Yes
44957,"Bouillon d'awara, Le",1995,NULL,Yes
44958,Bouka,1988,NULL,Yes
44959,Boukoki,1973,NULL,Yes
44960,Boukou gishiki,1980,NULL,Yes
44961,Boukou ma shinju zeme,1979,NULL,Yes
44962,Boul si vitelul,1968,NULL,Yes
44963,"Boulanger de Suresnes, Le",1981,NULL,Yes
44964,"Boulanger de Valorgue, Le",1953,5.7,Yes
44965,"Boulangerie modle, La",1907,NULL,Yes
44966,"Boulangre de Monceau, La",1963,7.5,Yes
44968,Boulder Dam,1936,6.2,Yes
44969,Boulder Wham!,1965,5,Yes
44970,Boule de suif,1945,6.4,Yes
44971,"Boule, La",1984,NULL,Yes
44972,"Bouleau, le mlze et le pic rouge, Le",1992,NULL,Yes
44973,"Boulet, Le",2002,5.4,Yes
44974,Boulevard,1960,6.6,Yes
44975,Boulevard,1994,4.5,Yes
44976,Boulevard,2005,NULL,Yes
44977,Boulevard Anspach,1897,NULL,Yes
44978,Boulevard Berlin,1999,NULL,Yes
44980,Boulevard des hirondelles,1991,5.3,Yes
44981,Boulevard des Italiens,1896,NULL,Yes
44982,Boulevard du crime,1955,NULL,Yes
44983,Boulevard du rhum,1971,6.2,Yes
44984,Boulevard et Porte Saint-Denis,1903,NULL,Yes
44985,Boulevard Gangs,2001,NULL,Yes
44986,Boulevard Kishka,1981,NULL,Yes
44987,Boulevard Mac Donald,1994,NULL,Yes
44988,Boulevard Nights,1979,4.8,Yes
44989,Boulevard of Broken Dreams,1988,5.8,Yes
